MoleculeId,PredictedProbability
164,0.92924641
165,0.676617645
166,0.677574762
167,0.323698741
168,0.889272418
169,0.669304528
170,0.57822744
171,0.732435311
172,0.906773704
173,0.860936107
174,0.372194112
175,0.110215712
176,0.544454846
177,0.348597192
178,0.596612975
179,0.330641591
180,0.074831375
181,0.054123672
182,0.256820283
183,0.862383322
184,0.042785838
185,0.760075719
186,0.38151845
187,0.911366665
188,0.471651342
189,0.814556357
190,0.824051468
191,0.158296469
192,0.939281657
193,0.04937355
194,0.042514992
195,0.613497007
196,0.873362801
197,0.954848522
198,0.70075635
199,0.436159938
200,0.780201719
201,0.642347231
202,0.085171177
203,0.595852134
204,0.584171911
205,0.394472694
206,0.508914176
207,0.797088797
208,0.794901745
209,0.534230952
210,0.595422694
211,0.807323713
212,0.89991323
213,0.942032808
214,0.644128029
215,0.578208731
216,0.460253575
217,0.992545507
218,0.178874844
219,0.941069238
220,0.304226882
221,0.894720672
222,0.416080058
223,0.06522567
224,0.50225566
225,0.631838055
226,0.810121971
227,0.887425419
228,0.872123423
229,0.563790256
230,0.339936977
231,0.492724941
232,0.926065115
233,0.047177533
234,0.100379943
235,0.766610639
236,0.703685859
237,0.693096645
238,0.120913226
239,0.563127442
240,0.78119495
241,0.028729846
242,0.780259867
243,0.842060817
244,0.729588752
245,0.938095164
246,0.079184083
247,0.43805836
248,0.472772054
249,0.952114447
250,0.458844248
251,0.718849169
252,0.146024281
253,0.70486656
254,0.208983582
255,0.871874207
256,0.374676066
257,0.173398655
258,0.597378171
259,0.352518254
260,0.011852999
261,0.889882286
262,0.211296648
263,0.963256042
264,0.133761326
265,0.5213465
266,0.321599411
267,0.61515469
268,0.688635432
269,0.772417322
270,0.036150004
271,0.611920264
272,0.614824674
273,0.280044751
274,0.185365724
275,0.764803464
276,0.347081524
277,0.182642361
278,0.979993214
279,0.124924237
280,0.586550313
281,0.944292126
282,0.218900571
283,0.044393345
284,0.297309039
285,0.08537132
286,0.659078963
287,0.7113836
288,0.023105727
289,0.734059797
290,0.913335794
291,0.071765623
292,0.922507929
293,0.569839953
294,0.880153446
295,0.60662095
296,0.408600105
297,0.62982695
298,0.778615001
299,0.586042398
300,0.820234347
301,0.413825022
302,0.948974529
303,0.031878685
304,0.791967761
305,0.524942659
306,0.745323006
307,0.977972229
308,0.841359651
309,0.979734662
310,0.910033403
311,0.507678514
312,0.175255131
313,0.753081807
314,0.173442928
315,0.930610665
316,0.737270994
317,0.798380438
318,0.045492791
319,0.881774552
320,0.786889571
321,0.164833024
322,0.753753027
323,0.882221562
324,0.671031512
325,0.094595701
326,0.504104516
327,0.542135603
328,0.492682366
329,0.721634949
330,0.398288367
331,0.826583309
332,0.557265633
333,0.677867231
334,0.356446525
335,0.044883746
336,0.177975587
337,0.045208181
338,0.920069003
339,0.406831298
340,0.629683221
341,0.77113983
342,0.798305213
343,0.115358134
344,0.355486855
345,0.277589117
346,0.941998877
347,0.651189848
348,0.199269772
349,0.060937634
350,0.763070201
351,0.490771357
352,0.263683572
353,0.597557505
354,0.844297402
355,0.18911212
356,0.201233818
357,0.422109842
358,0.781917723
359,0.116891162
360,0.056698421
361,0.481628871
362,0.53997426
363,0.258627768
364,0.317856356
365,0.435526949
366,0.970433486
367,0.67358542
368,0.469591963
369,0.933702469
370,0.615108039
371,0.794553173
372,0.919635089
373,0.406604559
374,0.410167804
375,0.330135085
376,0.366973839
377,0.342241276
378,0.072115838
379,0.713688308
380,0.106870824
381,0.540962129
382,0.737052537
383,0.655975322
384,0.679156927
385,0.869834635
386,0.327572542
387,0.834827376
388,0.412294058
389,0.861511843
390,0.684706343
391,0.283332718
392,0.396628006
393,0.108834787
394,0.261299741
395,0.97833695
396,0.915280233
397,0.686349106
398,0.679771947
399,0.541490332
400,0.906800749
401,0.662402679
402,0.368580158
403,0.652418071
404,0.037589086
405,0.314472492
406,0.5486433
407,0.334706248
408,0.300261888
409,0.176696328
410,0.531586763
411,0.654069474
412,0.894668859
413,0.046963043
414,0.875302841
415,0.017628911
416,0.927337498
417,0.435111696
418,0.916856004
419,0.240751498
420,0.637225775
421,0.352659144
422,0.242477874
423,0.631443029
424,0.486542463
425,0.421324466
426,0.403066623
427,0.841253559
428,0.569328904
429,0.166909883
430,0.219817493
431,0.205147895
432,0.438284135
433,0.094238411
434,0.086823174
435,0.462199002
436,0.272576295
437,0.464261941
438,0.921319903
439,0.138155771
440,0.781150039
441,0.222921277
442,0.950448304
443,0.521051814
444,0.810067946
445,0.755902247
446,0.695858945
447,0.374471472
448,0.750577833
449,0.826825008
450,0.886907189
451,0.874872144
452,0.075596721
453,0.299909594
454,0.338611233
455,0.251252542
456,0.503952909
457,0.573787336
458,0.283385879
459,0.271201549
460,0.472812361
461,0.889910318
462,0.880202571
463,0.452177491
464,0.608774092
465,0.029656899
466,0.793334753
467,0.738093917
468,0.927954532
469,0.347645079
470,0.354971729
471,0.005358036
472,0.527157366
473,0.679770449
474,0.296115353
475,0.584874568
476,0.092358051
477,0.496251885
478,0.549191774
479,0.943843364
480,0.815638749
481,0.515206811
482,0.383138108
483,0.862212085
484,0.947014663
485,0.377964943
486,0.731593839
487,0.014624679
488,0.086927365
489,0.43741556
490,0.923456751
491,0.974525706
492,0.404043557
493,0.060352331
494,0.836457762
495,0.856734684
496,0.878235915
497,0.987079681
498,0.484783629
499,0.221553289
500,0.661538894
501,0.27074707
502,0.160707845
503,0.746660284
504,0.252187994
505,0.940430541
506,0.091627567
507,0.526170759
508,0.485469757
509,0.293561627
510,0.077107418
511,0.777058704
512,0.696577524
513,0.794724224
514,0.556276828
515,0.086788798
516,0.618467909
517,0.833989707
518,0.953280982
519,0.435724181
520,0.662839562
521,0.363244299
522,0.573233774
523,0.49338745
524,0.213379059
525,0.905249578
526,0.178417144
527,0.16707802
528,0.675692594
529,0.015398478
530,0.243230703
531,0.995504624
532,0.268742356
533,0.282041068
534,0.188426424
535,0.773956556
536,0.385037485
537,0.600781093
538,0.147344306
539,0.457543222
540,0.346765218
541,0.836314876
542,0.048253487
543,0.010671646
544,0.183466691
545,0.145569247
546,0.441536064
547,0.389912123
548,0.992937281
549,0.521265048
550,0.229306671
551,0.874312915
552,0.304292172
553,0.334351225
554,0.550625515
555,0.969078928
556,0.608788492
557,0.176547679
558,0.605168272
559,0.546625302
560,0.694885648
561,0.258172573
562,0.604792207
563,0.712786648
564,0.28624679
565,0.78135534
566,0.438709787
567,0.927988232
568,0.329977866
569,0.453975684
570,0.694867407
571,0.283154253
572,0.726666852
573,0.339311889
574,0.551872279
575,0.047836391
576,0.145541974
577,0.941465916
578,0.688579339
579,0.352825615
580,0.973053
581,0.206392793
582,0.94889882
583,0.961366296
584,0.960275705
585,0.367969549
586,0.704735286
587,0.176419301
588,0.717698832
589,0.423830341
590,0.292092921
591,0.575560217
592,0.328100081
593,0.640790704
594,0.383106214
595,0.095159342
596,0.376693815
597,0.542084915
598,0.793230073
599,0.822590224
600,0.021765966
601,0.171470734
602,0.87263087
603,0.860755334
604,0.557746311
605,0.724673281
606,0.718004128
607,0.682845082
608,0.842126087
609,0.832639318
610,0.339950051
611,0.919180786
612,0.878884051
613,0.803331217
614,0.07278045
615,0.857394015
616,0.491489272
617,0.786240524
618,0.57061251
619,0.932668712
620,0.776871596
621,0.449570618
622,0.046076731
623,0.954146239
624,0.958102023
625,0.173394319
626,0.730593727
627,0.400005413
628,0.609945635
629,0.059865947
630,0.438549175
631,0.815068633
632,0.800893947
633,0.347100637
634,0.279323491
635,0.514291984
636,0.377478089
637,0.544472371
638,0.903641562
639,0.963685936
640,0.114024751
641,0.467968742
642,0.935258385
643,0.300899159
644,0.508907128
645,0.648289251
646,0.39479053
647,0.482378118
648,0.407662968
649,0.06688979
650,0.312933948
651,0.40540386
652,0.715086039
653,0.629471001
654,0.155759453
655,0.499249538
656,0.823359507
657,0.429452899
658,0.324952721
659,0.472855991
660,0.016923333
661,0.672581037
662,0.398092607
663,0.094990939
664,0.684889222
665,0.612035737
666,0.860934638
667,0.303422155
668,0.975394958
669,0.041060725
670,0.780879416
671,0.357371506
672,0.141164258
673,0.491899513
674,0.780831824
675,0.057703949
676,0.150804646
677,0.632866881
678,0.823368397
679,0.343499171
680,0.586421352
681,0.219039491
682,0.653693605
683,0.922174586
684,0.183481441
685,0.218000985
686,0.231185706
687,0.52223375
688,0.645352679
689,0.501623444
690,0.958685657
691,0.626519677
692,0.88500048
693,0.018213965
694,0.260525207
695,0.32292979
696,0.369655393
697,0.576097159
698,0.475752861
699,0.915504817
700,0.427052107
701,0.38643316
702,0.165707579
703,0.772138878
704,0.179692774
705,0.879577084
706,0.463106598
707,0.87286527
708,0.880852436
709,0.716711888
710,0.785237395
711,0.825394297
712,0.499972453
713,0.191969741
714,0.597355897
715,0.852490767
716,0.036583806
717,0.049162885
718,0.642041855
719,0.577026291
720,0.178056309
721,0.462293353
722,0.663906004
723,0.031154634
724,0.846991477
725,0.937649218
726,0.593187605
727,0.195030766
728,0.663968256
729,0.710029072
730,0.136486536
731,0.637123353
732,0.221627024
733,0.947181605
734,0.941972671
735,0.807969032
736,0.876165659
737,0.082019672
738,0.499507638
739,0.640021679
740,0.957881759
741,0.898433846
742,0.425834511
743,0.447135579
744,0.993925536
745,0.179614262
746,0.745113964
747,0.289938596
748,0.656327269
749,0.897240947
750,0.799462416
751,0.682820824
752,0.956189596
753,0.573030143
754,0.536956329
755,0.250407895
756,0.34403672
757,0.588525734
758,0.96559113
759,0.390939537
760,0.333834025
761,0.512114005
762,0.777411867
763,0.433164806
764,0.029794611
765,0.993205425
766,0.149001564
767,0.805975265
768,0.231995497
769,0.440506234
770,0.37074141
771,0.793301964
772,0.51319841
773,0.137177677
774,0.553238291
775,0.655977779
776,0.287669022
777,0.419596808
778,0.625049278
779,0.649623954
780,0.759339338
781,0.482276961
782,0.207554196
783,0.668825034
784,0.955136742
785,0.200100313
786,0.480757245
787,0.609899042
788,0.667151488
789,0.235980648
790,0.670388959
791,0.08622494
792,0.53863831
793,0.848550539
794,0.7062727
795,0.467171828
796,0.053938838
797,0.15343534
798,0.181932785
799,0.493471516
800,0.736058821
801,0.700584873
802,0.645947937
803,0.437115787
804,0.966320459
805,0.919383474
806,0.36600391
807,0.94310262
808,0.544976535
809,0.030939841
810,0.01094799
811,0.897341859
812,0.853752215
813,0.657163414
814,0.824305656
815,0.143447813
816,0.880422593
817,0.279575604
818,0.921298158
819,0.562749978
820,0.389483747
821,0.075118923
822,0.185752247
823,0.687648037
824,0.780558677
825,0.166421318
826,0.625985064
827,0.585486742
828,0.278020907
829,0.346362493
830,0.93069869
831,0.957347491
832,0.898905607
833,0.526543739
834,0.672707753
835,0.84232438
836,0.410066022
837,0.123254048
838,0.202831378
839,0.770449533
840,0.441410675
841,0.90329364
842,0.564373618
843,0.235595657
844,0.938324259
845,0.266967488
846,0.712259164
847,0.817618368
848,0.270055913
849,0.294205828
850,0.819976581
851,0.932746187
852,0.222246787
853,0.431554114
854,0.226098007
855,0.250655891
856,0.729781352
857,0.103747637
858,0.764364969
859,0.118691498
860,0.577137174
861,0.268750928
862,0.729008662
863,0.889024145
864,0.729028727
865,0.130838658
866,0.490760042
867,0.435673545
868,0.724161581
869,0.810491727
870,0.150362876
871,0.154826288
872,0.689188245
873,0.686538418
874,0.421468772
875,0.149448004
876,0.402392431
877,0.73481349
878,0.369310215
879,0.394183644
880,0.206975908
881,0.490764644
882,0.554352168
883,0.29331005
884,0.541810403
885,0.156253067
886,0.728869114
887,0.782723068
888,0.099128444
889,0.430047496
890,0.051935016
891,0.626921501
892,0.970540339
893,0.376515545
894,0.726319438
895,0.520938274
896,0.68933005
897,0.392599223
898,0.172504508
899,0.114633915
900,0.362292163
901,0.424132122
902,0.955688282
903,0.094940364
904,0.166691185
905,0.489987425
906,0.382393943
907,0.547452189
908,0.602056699
909,0.434893853
910,0.492260827
911,0.881876946
912,0.578880231
913,0.496948616
914,0.862582467
915,0.517653715
916,0.505857213
917,0.082929891
918,0.38374197
919,0.462627225
920,0.05827517
921,0.601656708
922,0.322461039
923,0.783253208
924,0.864194527
925,0.965542076
926,0.324737427
927,0.263559219
928,0.675437094
929,0.068015293
930,0.569863646
931,0.55807766
932,0.782725603
933,0.899434983
934,0.413118258
935,0.736884344
936,0.405065171
937,0.438711734
938,0.788896927
939,0.504875856
940,0.061591076
941,0.05812256
942,0.832043917
943,0.092707675
944,0.575637041
945,0.544415465
946,0.645887345
947,0.084386054
948,0.068625892
949,0.770268725
950,0.131888343
951,0.432455936
952,0.640586327
953,0.454499156
954,0.310682503
955,0.800621378
956,0.230011056
957,0.123561506
958,0.192482224
959,0.717914952
960,0.507170363
961,0.188287869
962,0.428242544
963,0.069286626
964,0.801962834
965,0.630553832
966,0.756928063
967,0.039629711
968,0.87261081
969,0.408490648
970,0.310252481
971,0.211968793
972,0.037360319
973,0.843641931
974,0.072524261
975,0.570131852
976,0.498991307
977,0.622523054
978,0.088984975
979,0.976825783
980,0.215868591
981,0.150840943
982,0.351280841
983,0.408993394
984,0.836464406
985,0.404749289
986,0.008832165
987,0.326643193
988,0.936341427
989,0.376749039
990,0.630052373
991,0.117472334
992,0.069053137
993,0.608131126
994,0.430837332
995,0.953113237
996,0.179215811
997,0.704380507
998,0.071846576
999,0.386132995
1000,0.021157298
1001,0.779959775
1002,0.17927766
1003,0.822078401
1004,0.443069898
1005,0.761469427
1006,0.36603879
1007,0.642705286
1008,0.863646676
1009,0.156441935
1010,0.527081888
1011,0.387503526
1012,0.160101047
1013,0.834982584
1014,0.31069293
1015,0.943205221
1016,0.705345432
1017,0.983383803
1018,0.666352898
1019,0.896544392
1020,0.068406447
1021,0.900638094
1022,0.727981186
1023,0.066754419
1024,0.380558214
1025,0.706680074
1026,0.37884947
1027,0.182234871
1028,0.452732641
1029,0.274551561
1030,0.843438086
1031,0.117004732
1032,0.705306472
1033,0.713443033
1034,0.812114879
1035,0.49039045
1036,0.477699046
1037,0.6028073
1038,0.159043543
1039,0.187943276
1040,0.050570045
1041,0.918159476
1042,0.803743747
1043,0.333049248
1044,0.075934161
1045,0.890826675
1046,0.807456627
1047,0.538058476
1048,0.902231289
1049,0.451728537
1050,0.715364104
1051,0.040831285
1052,0.760380632
1053,0.940029573
1054,0.86875545
1055,0.411276395
1056,0.74870301
1057,0.800160507
1058,0.251813726
1059,0.507230178
1060,0.162466275
1061,0.596817046
1062,0.324790214
1063,0.940126848
1064,0.91386141
1065,0.754923919
1066,0.619952001
1067,0.072980551
1068,0.743802295
1069,0.888031493
1070,0.650539086
1071,0.800869658
1072,0.880288825
1073,0.420661039
1074,0.051602821
1075,0.537829935
1076,0.882401489
1077,0.490818434
1078,0.370623883
1079,0.219726186
1080,0.67502651
1081,0.959670756
1082,0.509954383
1083,0.666260032
1084,0.511875918
1085,0.216033015
1086,0.36622851
1087,0.359587479
1088,0.995137785
1089,0.987886221
1090,0.230849316
1091,0.405486596
1092,0.523757461
1093,0.154849742
1094,0.976311675
1095,0.341725792
1096,0.870208048
1097,0.383472175
1098,0.306087588
1099,0.581784279
1100,0.812538461
1101,0.739092117
1102,0.686324275
1103,0.809902253
1104,0.532605321
1105,0.904230211
1106,0.319475494
1107,0.329660733
1108,0.627290954
1109,0.705382662
1110,0.017366074
1111,0.42183557
1112,0.784026088
1113,0.326646472
1114,0.367971763
1115,0.92326179
1116,0.962302833
1117,0.401682855
1118,0.949987997
1119,0.974658806
1120,0.722266645
1121,0.678249877
1122,0.063445999
1123,0.435465462
1124,0.834003964
1125,0.898618825
1126,0.796938547
1127,0.733136551
1128,0.47592377
1129,0.650071321
1130,0.961138227
1131,0.35057926
1132,0.717421094
1133,0.897750313
1134,0.500615118
1135,0.703495285
1136,0.231375308
1137,0.123052927
1138,0.502972461
1139,0.681047428
1140,0.017858255
1141,0.244928006
1142,0.13138173
1143,0.938094617
1144,0.909842729
1145,0.098845965
1146,0.972369126
1147,0.450632188
1148,0.430310387
1149,0.882602927
1150,0.445464348
1151,0.124628026
1152,0.096115752
1153,0.794201636
1154,0.345919162
1155,0.704707702
1156,0.676667253
1157,0.778636464
1158,0.082062937
1159,0.158832202
1160,0.903183562
1161,0.894886206
1162,0.282716002
1163,0.598351722
1164,0.192188224
1165,0.097693443
1166,0.545288481
1167,0.763682847
1168,0.898017411
1169,0.863910952
1170,0.761467945
1171,0.961708642
1172,0.460760274
1173,0.085323646
1174,0.348529607
1175,0.716850877
1176,0.162005301
1177,0.896761795
1178,0.789804014
1179,0.04411678
1180,0.33244288
1181,0.561675607
1182,0.13813529
1183,0.598218483
1184,0.704896697
1185,0.875077114
1186,0.954211754
1187,0.60559722
1188,0.049423239
1189,0.644651728
1190,0.120442326
1191,0.756152293
1192,0.362131421
1193,0.866005912
1194,0.351895827
1195,0.963527951
1196,0.319095058
1197,0.7756136
1198,0.248326329
1199,0.970852252
1200,0.875747519
1201,0.112061868
1202,0.11635102
1203,0.387531245
1204,0.655224545
1205,0.476248044
1206,0.948766357
1207,0.386250284
1208,0.937365656
1209,0.245878491
1210,0.984222093
1211,0.324120157
1212,0.455417497
1213,0.550671869
1214,0.035178831
1215,0.404162183
1216,0.074987923
1217,0.157708759
1218,0.95053206
1219,0.588454408
1220,0.964347322
1221,0.950616143
1222,0.297154568
1223,0.236434703
1224,0.929552888
1225,0.476037617
1226,0.300351355
1227,0.663783302
1228,0.046838192
1229,0.862322552
1230,0.273359866
1231,0.961682054
1232,0.172898673
1233,0.918736244
1234,0.110341172
1235,0.662530321
1236,0.761188723
1237,0.752681877
1238,0.895953244
1239,0.344253808
1240,0.75344439
1241,0.661769989
1242,0.402232322
1243,0.641411842
1244,0.920246159
1245,0.552851977
1246,0.617287597
1247,0.311323252
1248,0.988701248
1249,0.956022225
1250,0.909722219
1251,0.578508964
1252,0.913068597
1253,0.18597256
1254,0.490347539
1255,0.093648547
1256,0.361038866
1257,0.563281
1258,0.501082686
1259,0.035906979
1260,0.905230006
1261,0.477799413
1262,0.921941262
1263,0.905901013
1264,0.452976281
1265,0.476523316
1266,0.746925076
1267,0.892919386
1268,0.27401707
1269,0.759134315
1270,0.927064876
1271,0.092307045
1272,0.759401031
1273,0.056859212
1274,0.766690225
1275,0.01135275
1276,0.537819789
1277,0.886455114
1278,0.028229764
1279,0.389257937
1280,0.922669716
1281,0.544129032
1282,0.258766756
1283,0.438746412
1284,0.980878421
1285,0.856329901
1286,0.324737226
1287,0.824198012
1288,0.81208743
1289,0.734667534
1290,0.535782323
1291,0.909599571
1292,0.490903994
1293,0.705028184
1294,0.365518113
1295,0.908664595
1296,0.430053055
1297,0.610381992
1298,0.097056811
1299,0.935834705
1300,0.258603784
1301,0.8822228
1302,0.095910429
1303,0.815206259
1304,0.290531598
1305,0.548002544
1306,0.031827615
1307,0.587165297
1308,0.058749745
1309,0.393765638
1310,0.989597449
1311,0.252316232
1312,0.758627427
1313,0.814869629
1314,0.727693875
1315,0.322085397
1316,0.6532966
1317,0.6186005
1318,0.128008533
1319,0.905563613
1320,0.791429693
1321,0.661803657
1322,0.152885838
1323,0.767710514
1324,0.62524294
1325,0.236131189
1326,0.434501367
1327,0.290246595
1328,0.20241549
1329,0.906101549
1330,0.427912462
1331,0.577090744
1332,0.833554549
1333,0.946473585
1334,0.559176668
1335,0.378529909
1336,0.204196159
1337,0.140626988
1338,0.653906198
1339,0.715299739
1340,0.813509496
1341,0.400980039
1342,0.298231263
1343,0.332821291
1344,0.412994197
1345,0.605494616
1346,0.247175671
1347,0.556957034
1348,0.717509137
1349,0.954787697
1350,0.589883023
1351,0.896187257
1352,0.518082739
1353,0.087565359
1354,0.933274273
1355,0.965639591
1356,0.482630817
1357,0.385615826
1358,0.426151167
1359,0.377142808
1360,0.071470026
1361,0.23113447
1362,0.696720288
1363,0.807388659
1364,0.504519535
1365,0.848188628
1366,0.888027118
1367,0.0911706
1368,0.791842111
1369,0.505830771
1370,0.226448058
1371,0.497142472
1372,0.313161017
1373,0.443597395
1374,0.300151162
1375,0.718817073
1376,0.475180315
1377,0.992190333
1378,0.666387091
1379,0.285513474
1380,0.273058867
1381,0.855597492
1382,0.703512921
1383,0.368296135
1384,0.62415906
1385,0.00846002
1386,0.759536565
1387,0.731443232
1388,0.923002803
1389,0.610625114
1390,0.305026868
1391,0.1901539
1392,0.959816726
1393,0.205411969
1394,0.977990294
1395,0.128308066
1396,0.158887186
1397,0.356922852
1398,0.046407404
1399,0.916831735
1400,0.017642871
1401,0.766629935
1402,0.894401688
1403,0.793915742
1404,0.789238136
1405,0.390160159
1406,0.69799062
1407,0.339821799
1408,0.975202862
1409,0.675586713
1410,0.966693377
1411,0.579535875
1412,0.389689788
1413,0.201921985
1414,0.226489758
1415,0.969085932
1416,0.029606694
1417,0.434150774
1418,0.353423436
1419,0.868011977
1420,0.030583231
1421,0.595958056
1422,0.220484193
1423,0.939916117
1424,0.813779429
1425,0.032257342
1426,0.297322782
1427,0.532026048
1428,0.297904504
1429,0.811454071
1430,0.817612075
1431,0.266246901
1432,0.694152181
1433,0.208954118
1434,0.207989468
1435,0.133260671
1436,0.790285349
1437,0.577921886
1438,0.49630165
1439,0.617055017
1440,0.659622119
1441,0.823363873
1442,0.559769042
1443,0.808776177
1444,0.373622973
1445,0.139130186
1446,0.137482873
1447,0.360994844
1448,0.320028525
1449,0.28762575
1450,0.895048337
1451,0.105662892
1452,0.89130808
1453,0.413577121
1454,0.560899874
1455,0.321788608
1456,0.388939272
1457,0.316926997
1458,0.873242687
1459,0.260853095
1460,0.283632112
1461,0.600444196
1462,0.940400747
1463,0.271663235
1464,0.383667101
1465,0.885026271
1466,0.626276452
1467,0.700421348
1468,0.377025167
1469,0.815508045
1470,0.296156977
1471,0.060330237
1472,0.099286632
1473,0.730350562
1474,0.578338947
1475,0.792091183
1476,0.031648155
1477,0.748738541
1478,0.484286184
1479,0.402905897
1480,0.256676828
1481,0.766045901
1482,0.713116609
1483,0.310666797
1484,0.482168143
1485,0.103786476
1486,0.542380105
1487,0.679363584
1488,0.762143789
1489,0.800526456
1490,0.970841341
1491,0.214276369
1492,0.205557955
1493,0.839162647
1494,0.162565888
1495,0.27035604
1496,0.861307221
1497,0.880227021
1498,0.98538777
1499,0.971847309
1500,0.943008876
1501,0.233700404
1502,0.922219044
1503,0.21907566
1504,0.410379358
1505,0.376321896
1506,0.689460746
1507,0.833745427
1508,0.742826729
1509,0.917373503
1510,0.786165094
1511,0.699399407
1512,0.756047498
1513,0.916263331
1514,0.432515409
1515,0.501456392
1516,0.305268662
1517,0.056155364
1518,0.496338362
1519,0.444175319
1520,0.983215131
1521,0.939400148
1522,0.987586264
1523,0.038891327
1524,0.810357977
1525,0.964159332
1526,0.386966646
1527,0.931242043
1528,0.633475708
1529,0.872710858
1530,0.098074384
1531,0.622252458
1532,0.564062403
1533,0.821177712
1534,0.448562761
1535,0.39735005
1536,0.704821209
1537,0.257065829
1538,0.672621581
1539,0.579440788
1540,0.976765029
1541,0.280388415
1542,0.501968235
1543,0.786618268
1544,0.303156511
1545,0.526649788
1546,0.673526398
1547,0.147898189
1548,0.845889791
1549,0.64155832
1550,0.613674963
1551,0.496114112
1552,0.946341453
1553,0.741326589
1554,0.892253985
1555,0.15587467
1556,0.331174895
1557,0.415510156
1558,0.380205589
1559,0.148665915
1560,0.270058637
1561,0.218573266
1562,0.903997792
1563,0.776910044
1564,0.281365766
1565,0.033197909
1566,0.701237735
1567,0.529454086
1568,0.965111757
1569,0.446014491
1570,0.386629646
1571,0.299270554
1572,0.369464709
1573,0.177735496
1574,0.903011866
1575,0.979934879
1576,0.419713375
1577,0.444499023
1578,0.926875169
1579,0.886194598
1580,0.568248022
1581,0.757979662
1582,0.453889827
1583,0.684608616
1584,0.267232443
1585,0.539124157
1586,0.723647312
1587,0.905617973
1588,0.620788582
1589,0.331846039
1590,0.224427786
1591,0.721524526
1592,0.849097042
1593,0.959737083
1594,0.696289178
1595,0.97721034
1596,0.895982839
1597,0.767992441
1598,0.055098209
1599,0.606287479
1600,0.240586225
1601,0.916869523
1602,0.482358483
1603,0.396018592
1604,0.376287724
1605,0.309591892
1606,0.178165907
1607,0.413162552
1608,0.602380128
1609,0.664507242
1610,0.867557788
1611,0.98869928
1612,0.832853373
1613,0.838468592
1614,0.869141859
1615,0.04408144
1616,0.692932527
1617,0.824888009
1618,0.226989632
1619,0.570237836
1620,0.908554423
1621,0.802274782
1622,0.53612858
1623,0.425468383
1624,0.837514827
1625,0.957573073
1626,0.448107591
1627,0.775629748
1628,0.745003774
1629,0.721929965
1630,0.049171749
1631,0.324128276
1632,0.872901185
1633,0.746025889
1634,0.474247832
1635,0.562785404
1636,0.206745213
1637,0.100063815
1638,0.65315963
1639,0.039149974
1640,0.880599847
1641,0.387781722
1642,0.49415275
1643,0.161039143
1644,0.656290292
1645,0.497330308
1646,0.478433394
1647,0.308992331
1648,0.044385301
1649,0.632198475
1650,0.867154716
1651,0.8856264
1652,0.70276116
1653,0.021455291
1654,0.953330415
1655,0.440365561
1656,0.619723875
1657,0.186219209
1658,0.987213358
1659,0.765929633
1660,0.912090273
1661,0.07030968
1662,0.141561493
1663,0.322854192
